Sumber,Komoditi,Tingkat,Provinsi,Tanggal,Harga
Panel Harga,Daging Sapi,Konsumen,Mempawah,2026-01-18,150000.0
Panel Harga,Daging Sapi,Konsumen,Sanggau,2026-01-18,160000.0
Panel Harga,Daging Sapi,Konsumen,Sekadau,2026-01-18,165000.0
Panel Harga,Daging Sapi,Konsumen,Sintang,2026-01-18,150000.0
Panel Harga,Daging Sapi,Konsumen,Kota Pontianak,2026-01-18,155000.0
Panel Harga,Daging Sapi,Konsumen,Kota Singkawang,2026-01-18,160000.0
Panel Harga,Daging Ayam Ras,Konsumen,Provinsi,2026-01-18,44487.0
Panel Harga,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-18,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-18,44000.0
Panel Harga,Daging Ayam Ras,Konsumen,Ketapang,2026-01-18,48000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-18,46000.0
Panel Harga,Daging Ayam Ras,Konsumen,Landak,2026-01-18,40000.0
Panel Harga,Daging Ayam Ras,Konsumen,Melawi,2026-01-18,40000.0
Panel Harga,Daging Ayam Ras,Konsumen,Mempawah,2026-01-18,40333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sanggau,2026-01-18,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sekadau,2026-01-18,48333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sintang,2026-01-18,45667.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Pontianak,2026-01-18,43500.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Singkawang,2026-01-18,44000.0
Panel Harga,Telur Ayam Ras,Konsumen,Provinsi,2026-01-18,34109.0
Panel Harga,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-18,34000.0
Panel Harga,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-18,35350.0
Panel Harga,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-18,37867.0
Panel Harga,Telur Ayam Ras,Konsumen,Ketapang,2026-01-18,36600.0
Panel Harga,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-18,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Landak,2026-01-18,34000.0
Panel Harga,Telur Ayam Ras,Konsumen,Melawi,2026-01-18,35000.0
Panel Harga,Telur Ayam Ras,Konsumen,Mempawah,2026-01-18,34500.0
Panel Harga,Telur Ayam Ras,Konsumen,Sanggau,2026-01-18,23000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sekadau,2026-01-18,36018.0
Panel Harga,Telur Ayam Ras,Konsumen,Sintang,2026-01-18,35200.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Pontianak,2026-01-18,334750.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Singkawang,2026-01-18,32000.0
Panel Harga,Jagung Tk Peternak,Konsumen,Provinsi,2026-01-18,6800.0
Panel Harga,Jagung Tk Peternak,Konsumen,Kota Singkawang,2026-01-18,6800.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Provinsi,2026-01-19,154000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sambas,2026-01-19,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Mempawah,2026-01-19,140000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sanggau,2026-01-19,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Ketapang,2026-01-19,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sintang,2026-01-19,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kapuas Hulu,2026-01-19,180000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Bengkayang,2026-01-19,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Landak,2026-01-19,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sekadau,2026-01-19,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Melawi,2026-01-19,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kayong Utara,2026-01-19,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kubu Raya,2026-01-19,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Pontianak,2026-01-19,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Singkawang,2026-01-19,160000.0
SP2KP,Daging Ayam Ras,Konsumen,Provinsi,2026-01-19,45867.0
SP2KP,Daging Ayam Ras,Konsumen,Sambas,2026-01-19,43000.0
SP2KP,Daging Ayam Ras,Konsumen,Mempawah,2026-01-19,38000.0
SP2KP,Daging Ayam Ras,Konsumen,Sanggau,2026-01-19,44000.0
SP2KP,Daging Ayam Ras,Konsumen,Ketapang,2026-01-19,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Sintang,2026-01-19,48000.0
SP2KP,Daging Ayam Ras,Konsumen,Kapuas Hulu,2026-01-19,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-19,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Landak,2026-01-19,48000.0
SP2KP,Daging Ayam Ras,Konsumen,Sekadau,2026-01-19,46000.0
SP2KP,Daging Ayam Ras,Konsumen,Melawi,2026-01-19,40000.0
SP2KP,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-19,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-19,43000.0
SP2KP,Daging Ayam Ras,Konsumen,Pontianak,2026-01-19,43333.0
SP2KP,Daging Ayam Ras,Konsumen,Singkawang,2026-01-19,43000.0
SP2KP,Telur Ayam Ras,Konsumen,Provinsi,2026-01-19,35733.0
SP2KP,Telur Ayam Ras,Konsumen,Sambas,2026-01-19,32000.0
SP2KP,Telur Ayam Ras,Konsumen,Mempawah,2026-01-19,33000.0
SP2KP,Telur Ayam Ras,Konsumen,Sanggau,2026-01-19,32000.0
SP2KP,Telur Ayam Ras,Konsumen,Ketapang,2026-01-19,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Sintang,2026-01-19,35200.0
SP2KP,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-19,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-19,32667.0
SP2KP,Telur Ayam Ras,Konsumen,Landak,2026-01-19,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Sekadau,2026-01-19,38000.0
SP2KP,Telur Ayam Ras,Konsumen,Melawi,2026-01-19,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-19,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-19,33000.0
SP2KP,Telur Ayam Ras,Konsumen,Pontianak,2026-01-19,31667.0
SP2KP,Telur Ayam Ras,Konsumen,Singkawang,2026-01-19,32000.0
Panel Harga,Daging Sapi,Konsumen,Provinsi,2026-01-19,155469.0
Panel Harga,Daging Sapi,Konsumen,Ketapang,2026-01-19,148000.0
Panel Harga,Daging Sapi,Konsumen,Kubu Raya,2026-01-19,160000.0
Panel Harga,Daging Sapi,Konsumen,Landak,2026-01-19,161667.0
Panel Harga,Daging Sapi,Konsumen,Melawi,2026-01-19,160000.0
Panel Harga,Daging Sapi,Konsumen,Mempawah,2026-01-19,150000.0
Panel Harga,Daging Sapi,Konsumen,Sambas,2026-01-19,160000.0
Panel Harga,Daging Sapi,Konsumen,Sanggau,2026-01-19,160000.0
Panel Harga,Daging Sapi,Konsumen,Sekadau,2026-01-19,165000.0
Panel Harga,Daging Sapi,Konsumen,Sintang,2026-01-19,150000.0
Panel Harga,Daging Sapi,Konsumen,Kota Pontianak,2026-01-19,155000.0
Panel Harga,Daging Sapi,Konsumen,Kota Singkawang,2026-01-19,160000.0
Panel Harga,Daging Ayam Ras,Konsumen,Provinsi,2026-01-19,44717.0
Panel Harga,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-19,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-19,45333.0
Panel Harga,Daging Ayam Ras,Konsumen,Ketapang,2026-01-19,48000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-19,46000.0
Panel Harga,Daging Ayam Ras,Konsumen,Landak,2026-01-19,40333.0
Panel Harga,Daging Ayam Ras,Konsumen,Melawi,2026-01-19,40000.0
Panel Harga,Daging Ayam Ras,Konsumen,Mempawah,2026-01-19,41333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sambas,2026-01-19,40000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sanggau,2026-01-19,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sekadau,2026-01-19,48333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sintang,2026-01-19,44833.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Pontianak,2026-01-19,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Singkawang,2026-01-19,44500.0
Panel Harga,Telur Ayam Ras,Konsumen,Provinsi,2026-01-19,33688.0
Panel Harga,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-19,32500.0
Panel Harga,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-19,36267.0
Panel Harga,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-19,37867.0
Panel Harga,Telur Ayam Ras,Konsumen,Ketapang,2026-01-19,36600.0
Panel Harga,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-19,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Landak,2026-01-19,34000.0
Panel Harga,Telur Ayam Ras,Konsumen,Melawi,2026-01-19,35000.0
Panel Harga,Telur Ayam Ras,Konsumen,Mempawah,2026-01-19,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sambas,2026-01-19,32000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sanggau,2026-01-19,23000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sekadau,2026-01-19,36018.0
Panel Harga,Telur Ayam Ras,Konsumen,Sintang,2026-01-19,35200.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Pontianak,2026-01-19,33250.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Singkawang,2026-01-19,31600.0
Panel Harga,Jagung Tk Peternak,Konsumen,Provinsi,2026-01-19,6800.0
Panel Harga,Jagung Tk Peternak,Konsumen,Kota Singkawang,2026-01-19,6800.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-19,38050.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-19,44750.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-19,33400.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-19,36000.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-19,39900.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-19,39900.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Provinsi,2026-01-19,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Sintang,2026-01-19,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Pontianak,2026-01-19,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Singkawang,2026-01-19,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Provinsi,2026-01-19,128000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Kota Singkawang,2026-01-19,128000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Provinsi,2026-01-19,141650.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Sintang,2026-01-19,112500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Pontianak,2026-01-19,152500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Singkawang,2026-01-19,160000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Provinsi,2026-01-19,156000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Kota Singkawang,2026-01-19,156000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-19,33800.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-19,36000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-19,33700.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-19,31750.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-19,34500.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-19,34500.0
Disbunnak,Daging Ayam Ras Karkas,Pasar Flamboyan,Kota Pontianak,2026-01-19,50000.0
Disbunnak,Daging Ayam Ras Karkas,Pasar Kemuning,Kota Pontianak,2026-01-19,50000.0
Disbunnak,Daging Ayam Buras,Pasar Flamboyan,Kota Pontianak,2026-01-19,60000.0
Disbunnak,Daging Ayam Buras,Pasar Kemuning,Kota Pontianak,2026-01-19,62000.0
Disbunnak,Daging Babi,Pasar Flamboyan,Kota Pontianak,2026-01-19,140000.0
Disbunnak,Daging Babi,Pasar Kemuning,Kota Pontianak,2026-01-19,140000.0
Disbunnak,Daging Sapi,Pasar Flamboyan,Kota Pontianak,2026-01-19,150000.0
Disbunnak,Daging Sapi,Pasar Kemuning,Kota Pontianak,2026-01-19,150000.0
Disbunnak,Telur Ayam (butir) tertinggi,Pasar Flamboyan,Kota Pontianak,2026-01-19,2400.0
Disbunnak,Telur Ayam (butir) tertinggi,Pasar Kemuning,Kota Pontianak,2026-01-19,2400.0
Disbunnak,Telur Ayam (butir) terendah,Pasar Flamboyan,Kota Pontianak,2026-01-19,1800.0
Disbunnak,Telur Ayam (butir) terendah,Pasar Kemuning,Kota Pontianak,2026-01-19,1900.0
Disbunnak,Telur Ayam (kg),Pasar Flamboyan,Kota Pontianak,2026-01-19,33600.0
Disbunnak,Telur Ayam (kg),Pasar Kemuning,Kota Pontianak,2026-01-19,34400.0
Disbunnak,Telur Ayam Buras (butir),Pasar Flamboyan,Kota Pontianak,2026-01-19,3300.0
Disbunnak,Telur Ayam Buras (butir),Pasar Kemuning,Kota Pontianak,2026-01-19,3500.0
Disbunnak,Telur Bebek (butir),Pasar Flamboyan,Kota Pontianak,2026-01-19,3500.0
Disbunnak,Telur Bebek (butir),Pasar Kemuning,Kota Pontianak,2026-01-19,3500.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Provinsi,2026-01-20,154000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sambas,2026-01-20,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Mempawah,2026-01-20,140000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sanggau,2026-01-20,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Ketapang,2026-01-20,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sintang,2026-01-20,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kapuas Hulu,2026-01-20,180000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Bengkayang,2026-01-20,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Landak,2026-01-20,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sekadau,2026-01-20,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Melawi,2026-01-20,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kayong Utara,2026-01-20,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kubu Raya,2026-01-20,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Pontianak,2026-01-20,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Singkawang,2026-01-20,160000.0
SP2KP,Daging Ayam Ras,Konsumen,Provinsi,2026-01-20,46267.0
SP2KP,Daging Ayam Ras,Konsumen,Sambas,2026-01-20,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Mempawah,2026-01-20,38000.0
SP2KP,Daging Ayam Ras,Konsumen,Sanggau,2026-01-20,44000.0
SP2KP,Daging Ayam Ras,Konsumen,Ketapang,2026-01-20,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Sintang,2026-01-20,48000.0
SP2KP,Daging Ayam Ras,Konsumen,Kapuas Hulu,2026-01-20,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-20,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Landak,2026-01-20,48000.0
SP2KP,Daging Ayam Ras,Konsumen,Sekadau,2026-01-20,46000.0
SP2KP,Daging Ayam Ras,Konsumen,Melawi,2026-01-20,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-20,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-20,43000.0
SP2KP,Daging Ayam Ras,Konsumen,Pontianak,2026-01-20,43333.0
SP2KP,Daging Ayam Ras,Konsumen,Singkawang,2026-01-20,45000.0
SP2KP,Telur Ayam Ras,Konsumen,Provinsi,2026-01-20,35573.0
SP2KP,Telur Ayam Ras,Konsumen,Sambas,2026-01-20,32000.0
SP2KP,Telur Ayam Ras,Konsumen,Mempawah,2026-01-20,31000.0
SP2KP,Telur Ayam Ras,Konsumen,Sanggau,2026-01-20,32000.0
SP2KP,Telur Ayam Ras,Konsumen,Ketapang,2026-01-20,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Sintang,2026-01-20,35200.0
SP2KP,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-20,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-20,32667.0
SP2KP,Telur Ayam Ras,Konsumen,Landak,2026-01-20,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Sekadau,2026-01-20,38000.0
SP2KP,Telur Ayam Ras,Konsumen,Melawi,2026-01-20,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-20,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-20,33000.0
SP2KP,Telur Ayam Ras,Konsumen,Pontianak,2026-01-20,31667.0
SP2KP,Telur Ayam Ras,Konsumen,Singkawang,2026-01-20,31000.0
Panel Harga,Daging Sapi,Konsumen,Provinsi,2026-01-20,155345.0
Panel Harga,Daging Sapi,Konsumen,Ketapang,2026-01-20,148000.0
Panel Harga,Daging Sapi,Konsumen,Kubu Raya,2026-01-20,160000.0
Panel Harga,Daging Sapi,Konsumen,Landak,2026-01-20,165000.0
Panel Harga,Daging Sapi,Konsumen,Melawi,2026-01-20,160000.0
Panel Harga,Daging Sapi,Konsumen,Mempawah,2026-01-20,150000.0
Panel Harga,Daging Sapi,Konsumen,Sambas,2026-01-20,160000.0
Panel Harga,Daging Sapi,Konsumen,Sanggau,2026-01-20,160000.0
Panel Harga,Daging Sapi,Konsumen,Sekadau,2026-01-20,165000.0
Panel Harga,Daging Sapi,Konsumen,Sintang,2026-01-20,150000.0
Panel Harga,Daging Sapi,Konsumen,Kota Pontianak,2026-01-20,155000.0
Panel Harga,Daging Sapi,Konsumen,Kota Singkawang,2026-01-20,160000.0
Panel Harga,Daging Ayam Ras,Konsumen,Provinsi,2026-01-20,45422.0
Panel Harga,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-20,50000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-20,47000.0
Panel Harga,Daging Ayam Ras,Konsumen,Ketapang,2026-01-20,49000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-20,45000.0
Panel Harga,Daging Ayam Ras,Konsumen,Landak,2026-01-20,43667.0
Panel Harga,Daging Ayam Ras,Konsumen,Melawi,2026-01-20,40000.0
Panel Harga,Daging Ayam Ras,Konsumen,Mempawah,2026-01-20,41333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sambas,2026-01-20,40000.0
Panel Harga,Daging Ayam Ras,Konsumen,Sekadau,2026-01-20,48333.0
Panel Harga,Daging Ayam Ras,Konsumen,Sintang,2026-01-20,44833.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Pontianak,2026-01-20,44000.0
Panel Harga,Daging Ayam Ras,Konsumen,Kota Singkawang,2026-01-20,44750.0
Panel Harga,Telur Ayam Ras,Konsumen,Provinsi,2026-01-20,34393.0
Panel Harga,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-20,32500.0
Panel Harga,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-20,36933.0
Panel Harga,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-20,37367.0
Panel Harga,Telur Ayam Ras,Konsumen,Ketapang,2026-01-20,36600.0
Panel Harga,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-20,33000.0
Panel Harga,Telur Ayam Ras,Konsumen,Landak,2026-01-20,34000.0
Panel Harga,Telur Ayam Ras,Konsumen,Melawi,2026-01-20,35000.0
Panel Harga,Telur Ayam Ras,Konsumen,Mempawah,2026-01-20,32667.0
Panel Harga,Telur Ayam Ras,Konsumen,Sambas,2026-01-20,32000.0
Panel Harga,Telur Ayam Ras,Konsumen,Sekadau,2026-01-20,36018.0
Panel Harga,Telur Ayam Ras,Konsumen,Sintang,2026-01-20,35200.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Pontianak,2026-01-20,32000.0
Panel Harga,Telur Ayam Ras,Konsumen,Kota Singkawang,2026-01-20,31500.0
Panel Harga,Jagung Tk Peternak,Konsumen,Provinsi,2026-01-20,6800.0
Panel Harga,Jagung Tk Peternak,Konsumen,Kota Singkawang,2026-01-20,6800.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-20,38050.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-20,44750.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-20,33400.0
PIHPS,Daging Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-20,36000.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-20,39900.0
PIHPS,Daging Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-20,39900.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Provinsi,2026-01-20,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Sintang,2026-01-20,157500.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Pontianak,2026-01-20,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Tradisional,Kota Singkawang,2026-01-20,160000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Provinsi,2026-01-20,128000.0
PIHPS,Daging Sapi Kuailitas I,Pasar Modern,Kota Singkawang,2026-01-20,128000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Provinsi,2026-01-20,141650.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Sintang,2026-01-20,112500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Pontianak,2026-01-20,152500.0
PIHPS,Daging Sapi Kuailitas II,Pasar Tradisional,Kota Singkawang,2026-01-20,160000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Provinsi,2026-01-20,156000.0
PIHPS,Daging Sapi Kuailitas II,Pasar Modern,Kota Singkawang,2026-01-20,156000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Provinsi,2026-01-20,33800.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Sintang,2026-01-20,36000.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Pontianak,2026-01-20,33700.0
PIHPS,Telur Ayam Ras Segar,Pasar Tradisional,Kota Singkawang,2026-01-20,31750.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Provinsi,2026-01-20,34500.0
PIHPS,Telur Ayam Ras Segar,Pasar Modern,Kota Singkawang,2026-01-20,34500.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Provinsi,2026-01-21,154000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sambas,2026-01-21,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Mempawah,2026-01-21,140000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sanggau,2026-01-21,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Ketapang,2026-01-21,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sintang,2026-01-21,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kapuas Hulu,2026-01-21,180000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Bengkayang,2026-01-21,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Landak,2026-01-21,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Sekadau,2026-01-21,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Melawi,2026-01-21,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kayong Utara,2026-01-21,160000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Kubu Raya,2026-01-21,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Pontianak,2026-01-21,150000.0
SP2KP,Daging Sapi Paha Belakang,Konsumen,Singkawang,2026-01-21,160000.0
SP2KP,Daging Ayam Ras,Konsumen,Provinsi,2026-01-21,46067.0
SP2KP,Daging Ayam Ras,Konsumen,Sambas,2026-01-21,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Mempawah,2026-01-21,40000.0
SP2KP,Daging Ayam Ras,Konsumen,Sanggau,2026-01-21,44000.0
SP2KP,Daging Ayam Ras,Konsumen,Ketapang,2026-01-21,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Sintang,2026-01-21,48000.0
SP2KP,Daging Ayam Ras,Konsumen,Kapuas Hulu,2026-01-21,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Bengkayang,2026-01-21,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Landak,2026-01-21,48000.0
SP2KP,Daging Ayam Ras,Konsumen,Sekadau,2026-01-21,46000.0
SP2KP,Daging Ayam Ras,Konsumen,Melawi,2026-01-21,45000.0
SP2KP,Daging Ayam Ras,Konsumen,Kayong Utara,2026-01-21,50000.0
SP2KP,Daging Ayam Ras,Konsumen,Kubu Raya,2026-01-21,43000.0
SP2KP,Daging Ayam Ras,Konsumen,Pontianak,2026-01-21,42333.0
SP2KP,Daging Ayam Ras,Konsumen,Singkawang,2026-01-21,45000.0
SP2KP,Telur Ayam Ras,Konsumen,Provinsi,2026-01-21,35573.0
SP2KP,Telur Ayam Ras,Konsumen,Sambas,2026-01-21,32000.0
SP2KP,Telur Ayam Ras,Konsumen,Mempawah,2026-01-21,31000.0
SP2KP,Telur Ayam Ras,Konsumen,Sanggau,2026-01-21,32000.0
SP2KP,Telur Ayam Ras,Konsumen,Ketapang,2026-01-21,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Sintang,2026-01-21,35200.0
SP2KP,Telur Ayam Ras,Konsumen,Kapuas Hulu,2026-01-21,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Bengkayang,2026-01-21,32667.0
SP2KP,Telur Ayam Ras,Konsumen,Landak,2026-01-21,34000.0
SP2KP,Telur Ayam Ras,Konsumen,Sekadau,2026-01-21,38000.0
SP2KP,Telur Ayam Ras,Konsumen,Melawi,2026-01-21,36800.0
SP2KP,Telur Ayam Ras,Konsumen,Kayong Utara,2026-01-21,40000.0
SP2KP,Telur Ayam Ras,Konsumen,Kubu Raya,2026-01-21,33000.0
SP2KP,Telur Ayam Ras,Konsumen,Pontianak,2026-01-21,31667.0
